gamma1,gamma2,alpha,nu
-0.3877551020408163,0.6530612244897959,-1.2955558608339233,18.689451440494786
-0.3877551020408163,0.7346938775510203,-1.2281394278466398,16.22737993641461
-0.3877551020408163,0.8163265306122448,-1.1673766403402317,14.475863816380453
-0.3877551020408163,0.8979591836734693,-1.1123971584479098,13.166531719585443
-0.3877551020408163,0.9795918367346939,-1.0624705279806708,12.150848214058232
-0.3877551020408163,1.0612244897959182,-1.0169802240860444,11.339992838298365
-0.3877551020408163,1.1428571428571428,-0.9754029137532746,10.677623290566627
-0.3877551020408163,1.2244897959183672,-0.937291857780054,10.126293225886911
-0.3877551020408163,1.3061224489795917,-0.9022635981583471,9.6601553965378
-0.3877551020408163,1.3877551020408163,-0.8699872512129619,9.260800644026476
-0.3877551020408163,1.4693877551020407,-0.8401758659473029,8.91476623328919
-0.3877551020408163,1.5510204081632653,-0.8125794190563542,8.611981619316737
-0.3877551020408163,1.6326530612244896,-0.7869791083411929,8.344764746151851
-0.3877551020408163,1.7142857142857142,-0.7631826777016001,8.107154320583811
-0.3877551020408163,1.7959183673469385,-0.7410205650464515,7.894453855680952
-0.3877551020408163,1.8775510204081631,-0.7203427084960644,7.70291321374215
-0.3877551020408163,1.9591836734693877,-0.7010158821377903,7.529501630157674
-0.3877551020408163,2.0408163265306123,-0.6829214603308088,7.371742996206322
-0.3877551020408163,2.1224489795918364,-0.6659535301095986,7.227594393881684
-0.3877551020408163,2.204081632653061,-0.6500172893425987,7.095355183201614
-0.3877551020408163,2.2857142857142856,-0.6350276798158211,6.973598063521397
-0.3877551020408163,2.36734693877551,-0.6209082153928437,6.861116152320296
-0.3877551020408163,2.4489795918367343,-0.6075899729238905,6.756881906472051
-0.3877551020408163,2.530612244897959,-0.5950107197794899,6.6600149074278425
-0.3877551020408163,2.6122448979591835,-0.5831141567142621,6.569756357357644
-0.3877551020408163,2.693877551020408,-0.5718492586542109,6.485448709396262
-0.3877551020408163,2.7755102040816326,-0.5611696987249913,6.406519268637621
-0.3877551020408163,2.8571428571428568,-0.5510333441328004,6.332466881598309
-0.3877551020408163,2.9387755102040813,-0.5414018130679751,6.262851065150333
-0.3877551020408163,3.020408163265306,-0.532240084865622,6.19728306119523
-0.3877551020408163,3.1020408163265305,-0.5235161559940613,6.135418433284921
-0.3877551020408163,3.1836734693877546,-0.5152007359323629,6.076950902326149
-0.3877551020408163,3.265306122448979,-0.5072669776782246,6.021607186730458
-0.3877551020408163,3.346938775510204,-0.49969023864674794,5.969142659135906
-0.3877551020408163,3.4285714285714284,-0.49244786827450443,5.919337671351706
-0.3877551020408163,3.510204081632653,-0.4855190173064265,5.871994447648511
-0.3877551020408163,3.591836734693877,-0.47888447136406287,5.826934395837441
-0.3877551020408163,3.6734693877551017,-0.47252649754634124,5.7839958503911415
-0.3877551020408163,3.7551020408163263,-0.4664287103753357,5.743032098313464
-0.3877551020408163,3.836734693877551,-0.4605759504997783,5.7039096857860985
-0.3877551020408163,3.9183673469387754,-0.4549541759539042,5.666506949258931
-0.3877551020408163,4.0,-0.44955036441179186,5.6307127380486515
-0.33673469387755106,0.0,-1.2780274745536686,339.9866627000449
-0.33673469387755106,0.08163265306122448,-1.3660617531449828,339.0992520684981
-0.33673469387755106,0.16326530612244897,-1.5056482134639224,315.97047432421977
-0.33673469387755106,0.24489795918367346,-1.5538219339038377,149.46949288279907
-0.33673469387755106,0.32653061224489793,-1.4467871853609164,51.758554393394746
-0.33673469387755106,0.4081632653061224,-1.3525155597019367,32.5659324066593
-0.33673469387755106,0.4897959183673469,-1.2690421800669838,24.388556594461836
-0.33673469387755106,0.5714285714285714,-1.1947598572134264,19.862932691913613
-0.33673469387755106,0.6530612244897959,-1.12834798027133,16.99130880683293
-0.33673469387755106,0.7346938775510203,-1.0687160341804007,15.007645434560324
-0.33673469387755106,0.8163265306122448,-1.014958499257425,13.555302178440446
-0.33673469387755106,0.8979591836734693,-0.9663188825859439,12.445879194931708
-0.33673469387755106,0.9795918367346939,-0.9221611208587593,11.570537275687263
-0.33673469387755106,1.0612244897959182,-0.8819469037386842,10.862046336919112
-0.33673469387755106,1.1428571428571428,-0.84521771201564,10.276656775127842
-0.33673469387755106,1.2244897959183672,-0.8115805791407563,9.78468345701501
-0.33673469387755106,1.3061224489795917,-0.7806967736991951,9.365280793530003
-0.33673469387755106,1.3877551020408163,-0.7522727633116965,9.00338373315716
-0.33673469387755106,1.4693877551020407,-0.7260529570296521,8.687835471236452
-0.33673469387755106,1.5510204081632653,-0.7018138347494048,8.41019778389809
-0.33673469387755106,1.6326530612244896,-0.6793591616417773,8.163970496809766
-0.33673469387755106,1.7142857142857142,-0.6585160544668307,7.944065030018351
-0.33673469387755106,1.7959183673469385,-0.639131722710215,7.746440548732017
-0.33673469387755106,1.8775510204081631,-0.6210707467829418,7.567847094028636
-0.33673469387755106,1.9591836734693877,-0.6042127886650176,7.405640727828325
-0.33673469387755106,2.0408163265306123,-0.5884506528036574,7.257648227528448
-0.33673469387755106,2.1224489795918364,-0.5736886347226264,7.122066490508054
-0.33673469387755106,2.204081632653061,-0.5598411065519032,6.997386707737156
-0.33673469387755106,2.2857142857142856,-0.5468313001733135,6.882336468059201
-0.33673469387755106,2.36734693877551,-0.5345902565658349,6.77583502885747
-0.33673469387755106,2.4489795918367343,-0.523055914229527,6.676958404615804
-0.33673469387755106,2.530612244897959,-0.5121723179138817,6.584911818019523
-0.33673469387755106,2.6122448979591835,-0.5018889272476884,6.499007797136864
-0.33673469387755106,2.693877551020408,-0.492160014495746,6.418648571030528
-0.33673469387755106,2.7755102040816326,-0.4829441353097861,6.343311850748675
-0.33673469387755106,2.8571428571428568,-0.47420366505092054,6.272539231346872
-0.33673469387755106,2.9387755102040813,-0.46590439115582694,6.205926674505323
-0.33673469387755106,3.020408163265306,-0.4580151539550749,6.143116649796202
-0.33673469387755106,3.1020408163265305,-0.4505075295222489,6.083791607247545
-0.33673469387755106,3.1836734693877546,-0.44335554980044006,6.027668518763699
-0.33673469387755106,3.265306122448979,-0.436535454986691,5.974494291385883
-0.33673469387755106,3.346938775510204,-0.43002547115602346,5.924041921059387
-0.33673469387755106,3.4285714285714284,-0.42380562029787117,5.876107160288043
-0.33673469387755106,3.510204081632653,-0.4178575413679778,5.830505770582937
-0.33673469387755106,3.591836734693877,-0.4121643382722357,5.787071103767925
-0.33673469387755106,3.6734693877551017,-0.40671044155064234,5.74565204853056
-0.33673469387755106,3.7551020408163263,-0.40148148503287284,5.706111257349075
-0.33673469387755106,3.836734693877551,-0.3964641956643597,5.66832361009685
-0.33673469387755106,3.9183673469387754,-0.39164629476286533,5.632174879812064
-0.33673469387755106,4.0,-0.38701640943434695,5.597560569857109
-0.2857142857142857,0.0,-1.1732367475023397,333.8008154238006
-0.2857142857142857,0.08163265306122448,-1.290638235745542,327.8685563041969
-0.2857142857142857,0.16326530612244897,-1.4063278482410353,335.4889527104481
-0.2857142857142857,0.24489795918367346,-1.349260526826482,74.40647598350388
-0.2857142857142857,0.32653061224489793,-1.2540130666283433,38.973492901349275
-0.2857142857142857,0.4081632653061224,-1.1701157901562451,27.307592941336186
-0.2857142857142857,0.4897959183673469,-1.0958295220511753,21.50607976664521
-0.2857142857142857,0.5714285714285714,-1.0297361520607924,18.036192338190013
-0.2857142857142857,0.6530612244897959,-0.9706734131073628,15.72733483537686
-0.2857142857142857,0.7346938775510203,-0.9176824292921641,14.07977190856005
-0.2857142857142857,0.8163265306122448,-0.8699661096714395,12.844408809782935
-0.2857142857142857,0.8979591836734693,-0.8268565126009189,11.883238320937162
-0.2857142857142857,0.9795918367346939,-0.7877894326664742,11.113665965940392
-0.2857142857142857,1.0612244897959182,-0.7522846728278036,10.483256086893336
-0.2857142857142857,1.1428571428571428,-0.719930713952222,9.957128006473297
-0.2857142857142857,1.2244897959183672,-0.6903727437103256,9.51118113332561
-0.2857142857142857,1.3061224489795917,-0.663303232863552,9.128230308592366
-0.2857142857142857,1.3877551020408163,-0.6384544384384592,8.795691141368735
-0.2857142857142857,1.4693877551020407,-0.6155923679367833,8.504136004435367
-0.2857142857142857,1.5510204081632653,-0.594511858937313,8.246361449110829
-0.2857142857142857,1.6326530612244896,-0.5750325196938973,8.016767670567265
-0.2857142857142857,1.7142857142857142,-0.5569953428914919,7.810934751369935
-0.2857142857142857,1.7959183673469385,-0.5402598547142634,7.625326574513999
-0.2857142857142857,1.8775510204081631,-0.5247016952049414,7.457079713071755
-0.2857142857142857,1.9591836734693877,-0.510210551514743,7.303850151873589
-0.2857142857142857,2.0408163265306123,-0.4966883850209737,7.163700146045531
-0.2857142857142857,2.1224489795918364,-0.48404790158571614,7.035013508563307
-0.2857142857142857,2.204081632653061,-0.47221123173106927,6.916431263869744
-0.2857142857142857,2.2857142857142856,-0.4611087849473489,6.8068022262067
-0.2857142857142857,2.36734693877551,-0.45067825740993156,6.7051445572865545
-0.2857142857142857,2.4489795918367343,-0.44086376598420707,6.610615613462785
-0.2857142857142857,2.530612244897959,-0.43161509556840477,6.52248801837172
-0.2857142857142857,2.6122448979591835,-0.4228870449447569,6.440130501405134
-0.2857142857142857,2.693877551020408,-0.41463885094276964,6.362992490952499
-0.2857142857142857,2.7755102040816326,-0.4068336886282706,6.290591555692714
-0.2857142857142857,2.8571428571428568,-0.39943823083083235,6.22250315279702
-0.2857142857142857,2.9387755102040813,-0.39242226447109285,6.15835215770456
-0.2857142857142857,3.020408163265306,-0.38575835248695434,6.097805853100451
-0.2857142857142857,3.1020408163265305,-0.37942153562570863,6.040568090207943
-0.2857142857142857,3.1836734693877546,-0.3733890718613884,5.986374376048755
-0.2857142857142857,3.265306122448979,-0.3676402052342999,5.9349877445845145
-0.2857142857142857,3.346938775510204,-0.3621559617963466,5.886195258914313
-0.2857142857142857,3.4285714285714284,-0.35691896972762066,5.839805030443607
-0.2857142857142857,3.510204081632653,-0.3519132992705592,5.795643677464284
-0.2857142857142857,3.591836734693877,-0.3471243214192282,5.753554138915663
-0.2857142857142857,3.6734693877551017,-0.3425385817165898,5.713393796234428
-0.2857142857142857,3.7551020408163263,-0.33814368828625624,5.675032846792846
-0.2857142857142857,3.836734693877551,-0.33392821193662325,5.638352893388687
-0.2857142857142857,3.9183673469387754,-0.32988159695465824,5.603245716575512
-0.2857142857142857,4.0,-0.325994081485953,5.569612201334758
-0.23469387755102034,0.0,-1.0874114290817092,342.2005615711467
-0.23469387755102034,0.08163265306122448,-1.1967156343104433,342.77333859849097
-0.23469387755102034,0.16326530612244897,-1.25494776753206,154.72490578992043
-0.23469387755102034,0.24489795918367346,-1.1572529255286124,50.892391047735345
-0.23469387755102034,0.32653061224489793,-1.071736602442416,31.87500487234301
-0.23469387755102034,0.4081632653061224,-0.996475151812659,23.890033939517014
-0.23469387755102034,0.4897959183673469,-0.9299175848611798,19.494898226749886
-0.23469387755102034,0.5714285714285714,-0.8708047346290849,16.711423280867
-0.23469387755102034,0.6530612244897959,-0.8181046305809019,14.788942702456369
-0.23469387755102034,0.7346938775510203,-0.7709623120910384,13.380223658609378
-0.23469387755102034,0.8163265306122448,-0.7286616586940838,12.302635015138797
-0.23469387755102034,0.8979591836734693,-0.6905967214180805,11.45098955036422
-0.23469387755102034,0.9795918367346939,-0.6562502756463838,10.760446715454364
-0.23469387755102034,1.0612244897959182,-0.6251776995974027,10.18886603634899
-0.23469387755102034,1.1428571428571428,-0.5969946972421103,9.707672309350738
-0.23469387755102034,1.2244897959183672,-0.5713677647377368,9.296800908499947
-0.23469387755102034,1.3061224489795917,-0.54800661460696,8.9417454580275
-0.23469387755102034,1.3877551020408163,-0.5266580145963737,8.631754453564653
-0.23469387755102034,1.4693877551020407,-0.5071006733816925,8.358687283923345
-0.23469387755102034,1.5510204081632653,-0.48914092603807857,8.116264681998807
-0.23469387755102034,1.6326530612244896,-0.4726090528473879,7.899563620294826
-0.23469387755102034,1.7142857142857142,-0.45735611455297487,7.704668467902074
-0.23469387755102034,1.7959183673469385,-0.4432512204807543,7.52842475927618
-0.23469387755102034,1.8775510204081631,-0.4301791652935073,7.368261990649391
-0.23469387755102034,1.9591836734693877,-0.4180383832004455,7.222063854482439
-0.23469387755102034,2.0408163265306123,-0.4067391770026766,7.088071709688405
-0.23469387755102034,2.1224489795918364,-0.39620218550109365,6.964811747191176
-0.23469387755102034,2.204081632653061,-0.38635705776917856,6.8510393171857915
-0.23469387755102034,2.2857142857142856,-0.3771413065475816,6.745695869149616
-0.23469387755102034,2.36734693877551,-0.368499316895771,6.647875281309713
-0.23469387755102034,2.4489795918367343,-0.36038148728060004,6.5567972826380805
-0.23469387755102034,2.530612244897959,-0.3527434890754014,6.471786244627271
-0.23469387755102034,2.6122448979591835,-0.34554562414097684,6.3922541448770795
-0.23469387755102034,2.693877551020408,-0.3387522635226498,6.317686799387008
-0.23469387755102034,2.7755102040816326,-0.3323313688185665,6.247632557554839
-0.23469387755102034,2.8571428571428568,-0.3262540698151921,6.181693064756269
-0.23469387755102034,2.9387755102040813,-0.320494298904941,6.119515606965995
-0.23469387755102034,3.020408163265306,-0.31502847309557447,6.060786737352393
-0.23469387755102034,3.1020408163265305,-0.3098352156480874,6.005226949887718
-0.23469387755102034,3.1836734693877546,-0.3048951132729854,5.95258619521668
-0.23469387755102034,3.265306122448979,-0.30019050275672804,5.902640095402024
-0.23469387755102034,3.346938775510204,-0.295705284539199,5.855186723759859
-0.23469387755102034,3.4285714285714284,-0.29142475837347787,5.810043861368361
-0.23469387755102034,3.510204081632653,-0.2873354784467271,5.767046648129212
-0.23469387755102034,3.591836734693877,-0.28342512623618926,5.726045558076205
-0.23469387755102034,3.6734693877551017,-0.27968239714912696,5.686904658384017
-0.23469387755102034,3.7551020408163263,-0.2760969017924666,5.649500089628723
-0.23469387755102034,3.836734693877551,-0.2726590752569746,5.613718766597812
-0.23469387755102034,3.9183673469387754,-0.269360100620583,5.579457216546909
-0.23469387755102034,4.0,-0.2661918374227292,5.5466205866672285
-0.18367346938775508,0.0,-0.9767534493269798,325.2348567676155
-0.18367346938775508,0.08163265306122448,-1.146676246763053,321.59311750870364
-0.18367346938775508,0.16326530612244897,-1.059656744929059,79.87169853741057
-0.18367346938775508,0.24489795918367346,-0.9709355101241134,39.808729930625674
-0.18367346938775508,0.32653061224489793,-0.8934171302917613,27.551796015768158
-0.18367346938775508,0.4081632653061224,-0.8253858087326001,21.60494588743944
-0.18367346938775508,0.4897959183673469,-0.7654631917877233,18.08837344003508
-0.18367346938775508,0.5714285714285714,-0.7125232938904189,15.761722767072312
-0.18367346938775508,0.6530612244897959,-0.6656296452248366,14.106060932358211
-0.18367346938775508,0.7346938775510203,-0.6239907106683439,12.866073792724224
-0.18367346938775508,0.8163265306122448,-0.5869290729860132,11.901570763311206
-0.18367346938775508,0.8979591836734693,-0.5538602235355414,11.129177182819253
-0.18367346938775508,0.9795918367346939,-0.5242776166053259,10.496192652979776
-0.18367346938775508,1.0612244897959182,-0.4977415855124856,9.967661500158814
-0.18367346938775508,1.1428571428571428,-0.4738705727303642,9.519473017654265
-0.18367346938775508,1.2244897959183672,-0.45233375812774296,9.134449175302164
-0.18367346938775508,1.3061224489795917,-0.4328446312344296,8.800012568726576
-0.18367346938775508,1.3877551020408163,-0.41515526427645705,8.506737491418953
-0.18367346938775508,1.4693877551020407,-0.39905120075351047,8.24741696862126
-0.18367346938775508,1.5510204081632653,-0.38434691051567266,8.01644339260799
-0.18367346938775508,1.6326530612244896,-0.37088178078459366,7.8093862036958335
-0.18367346938775508,1.7142857142857142,-0.3585166100666726,7.622697074989957
-0.18367346938775508,1.7959183673469385,-0.3471305658184832,7.453499768392415
-0.18367346938775508,1.8775510204081631,-0.3366185619117725,7.29943752912775
-0.18367346938775508,1.9591836734693877,-0.32688900920703234,7.1585604016180655
-0.18367346938775508,2.0408163265306123,-0.31786189398876263,7.029240755726068
-0.18367346938775508,2.1224489795918364,-0.30946714009444537,6.910109096681172
-0.18367346938775508,2.204081632653061,-0.3016432152927225,6.800004676597423
-0.18367346938775508,2.2857142857142856,-0.2943359465965254,6.697937059307871
-0.18367346938775508,2.36734693877551,-0.287497510078997,6.603055920225725
-0.18367346938775508,2.4489795918367343,-0.2810855777081586,6.5146270246521345
-0.18367346938775508,2.530612244897959,-0.27506258205558154,6.432013053741886
-0.18367346938775508,2.6122448979591835,-0.26939509455494903,6.354658082404971
-0.18367346938775508,2.693877551020408,-0.2640532951152981,6.2820749472142925
-0.18367346938775508,2.7755102040816326,-0.2590105100018223,6.213834950799818
-0.18367346938775508,2.8571428571428568,-0.2542428260869951,6.149559300045366
-0.18367346938775508,2.9387755102040813,-0.2497287511502633,6.0889120551781115
-0.18367346938775508,3.020408163265306,-0.24544892400003462,6.03159422652524
-0.18367346938775508,3.1020408163265305,-0.24138586419420366,5.977338820903902
-0.18367346938775508,3.1836734693877546,-0.2375237536304756,5.925906674551164
-0.18367346938775508,3.265306122448979,-0.23384824881902092,5.877082910843748
-0.18367346938775508,3.346938775510204,-0.230346316346197,5.830673932453533
-0.18367346938775508,3.4285714285714284,-0.22700608926238752,5.786504850748156
-0.18367346938775508,3.510204081632653,-0.22381674273965796,5.744417272267544
-0.18367346938775508,3.591836734693877,-0.22076838304157603,5.704267403828227
-0.18367346938775508,3.6734693877551017,-0.2178519517271689,5.665924403749591
-0.18367346938775508,3.7551020408163263,-0.2150591406493599,5.629268955057652
-0.18367346938775508,3.836734693877551,-0.2123823169756898,5.594192023245643
-0.18367346938775508,3.9183673469387754,-0.209814456635784,5.560593772814695
-0.18367346938775508,4.0,-0.20734908582485947,5.528382615419109
-0.13265306122448983,0.0,-0.8583998792540859,334.96534562809023
-0.13265306122448983,0.08163265306122448,-0.9571908957222094,244.7874105013573
-0.13265306122448983,0.16326530612244897,-0.862801258825936,56.512274384508075
-0.13265306122448983,0.24489795918367346,-0.7810223191675876,33.727159733436324
-0.13265306122448983,0.32653061224489793,-0.7099803159178107,24.838477545891887
-0.13265306122448983,0.4081632653061224,-0.6481826114927947,20.093184196827114
-0.13265306122448983,0.4897959183673469,-0.5943923181017965,17.134839820653053
-0.13265306122448983,0.5714285714285714,-0.5475469059198689,15.109678646249236
-0.13265306122448983,0.6530612244897959,-0.5067125036814967,13.63364021045495
-0.13265306122448983,0.7346938775510203,-0.47106194563812737,12.50841967904802
-0.13265306122448983,0.8163265306122448,-0.43986516461464287,11.621243851782527
-0.13265306122448983,0.8979591836734693,-0.41248379924255124,10.903202861370895
-0.13265306122448983,0.9795918367346939,-0.3883657161451662,10.309777030891603
-0.13265306122448983,1.0612244897959182,-0.36703804283596914,9.810895420190521
-0.13265306122448983,1.1428571428571428,-0.3480988878635766,9.38549489864887
-0.13265306122448983,1.2244897959183672,-0.33120846998738773,9.018369556742337
-0.13265306122448983,1.3061224489795917,-0.3160803705021499,8.698258900109046
-0.13265306122448983,1.3877551020408163,-0.3024734068471233,8.416640972560774
-0.13265306122448983,1.4693877551020407,-0.29018439323241413,8.166944270029614
-0.13265306122448983,1.5510204081632653,-0.2790418761365358,7.944017852263041
-0.13265306122448983,1.6326530612244896,-0.2689008203611681,7.743765846186821
-0.13265306122448983,1.7142857142857142,-0.25963816099654574,7.562889620929945
-0.13265306122448983,1.7959183673469385,-0.2511491115315754,7.398702269784254
-0.13265306122448983,1.8775510204081631,-0.24334411578423737,7.248992731291901
-0.13265306122448983,1.9591836734693877,-0.2361463371824486,7.111924682169924
-0.13265306122448983,2.0408163265306123,-0.22948959256539697,6.985960217822815
-0.13265306122448983,2.1224489795918364,-0.22331665067516815,6.869801493897805
-0.13265306122448983,2.204081632653061,-0.2175778287745039,6.762345573251824
-0.13265306122448983,2.2857142857142856,-0.2122298325415746,6.662649112108126
-0.13265306122448983,2.36734693877551,-0.20723479444071466,6.569900467179949
-0.13265306122448983,2.4489795918367343,-0.20255947408248176,6.483397463415605
-0.13265306122448983,2.530612244897959,-0.19817459118158642,6.402529523322122
-0.13265306122448983,2.6122448979591835,-0.1940542670857654,6.3267631906130815
-0.13265306122448983,2.693877551020408,-0.19017555565173766,6.255630317527627
-0.13265306122448983,2.7755102040816326,-0.1865180476483625,6.188718361130814
-0.13265306122448983,2.8571428571428568,-0.18306353608676032,6.125662360907871
-0.13265306122448983,2.9387755102040813,-0.17979573205754837,6.066138267288412
-0.13265306122448983,3.020408163265306,-0.17670002239562452,6.009857363861252
-0.13265306122448983,3.1020408163265305,-0.17376326349586704,5.9565615733222605
-0.13265306122448983,3.1836734693877546,-0.17097360280899376,5.906019500835163
-0.13265306122448983,3.265306122448979,-0.1683203246570108,5.858023078803323
-0.13265306122448983,3.346938775510204,-0.1657937236452112,5.812384673094864
-0.13265306122448983,3.4285714285714284,-0.1633849835856079,5.768934665230054
-0.13265306122448983,3.510204081632653,-0.16108608233658525,5.727519322987483
-0.13265306122448983,3.591836734693877,-0.15888970486185527,5.68799898442631
-0.13265306122448983,3.6734693877551017,-0.1567891672247991,5.65024648619466
-0.13265306122448983,3.7551020408163263,-0.1547783505831708,5.614145795363134
-0.13265306122448983,3.836734693877551,-0.15285164336260468,5.579590816501705
-0.13265306122448983,3.9183673469387754,-0.15100388984098934,5.5464843513828805
-0.13265306122448983,4.0,-0.14923034530203855,5.514737184297209
-0.08163265306122447,0.0,-0.7077174097912766,332.371476152075
-0.08163265306122447,0.08163265306122448,-0.7370058737109711,112.3639340608933
-0.08163265306122447,0.16326530612244897,-0.6468793529845384,46.046831319193544
-0.08163265306122447,0.24489795918367346,-0.5698147557135517,30.296558786181325
-0.08163265306122447,0.32653061224489793,-0.5044001508546719,23.213129176837842
-0.08163265306122447,0.4081632653061224,-0.4492912663672154,19.171394411036424
-0.08163265306122447,0.4897959183673469,-0.40311151994683614,16.550497731058925
-0.08163265306122447,0.5714285714285714,-0.3644859814075582,14.709135547431524
-0.08163265306122447,0.6530612244897959,-0.33212498398129764,13.342494371295608
-0.08163265306122447,0.7346938775510203,-0.304890800865477,12.286930737671838
-0.08163265306122447,0.8163265306122448,-0.2818253251384856,11.44657133647447
-0.08163265306122447,0.8979591836734693,-0.26214601326353354,10.761429630824887
-0.08163265306122447,0.9795918367346939,-0.24522491647527553,10.19200055017517
-0.08163265306122447,1.0612244897959182,-0.23056233357059147,9.711179582550358
-0.08163265306122447,1.1428571428571428,-0.21776142931464362,9.299737028823499
-0.08163265306122447,1.2244897959183672,-0.20650641414230733,8.943644334680517
-0.08163265306122447,1.3061224489795917,-0.19654483966407474,8.632423035177714
-0.08163265306122447,1.3877551020408163,-0.18767366651038114,8.358086440912286
-0.08163265306122447,1.4693877551020407,-0.1797284706195402,8.114439332590875
-0.08163265306122447,1.5510204081632653,-0.17257513551752343,7.8966016649930735
-0.08163265306122447,1.6326530612244896,-0.1661034672222743,7.700676771505826
-0.08163265306122447,1.7142857142857142,-0.1602222761277113,7.523515314650342
-0.08163265306122447,1.7959183673469385,-0.15485557335447966,7.362544185357773
-0.08163265306122447,1.8775510204081631,-0.14993961313482573,7.215640393414551
-0.08163265306122447,1.9591836734693877,-0.1454205789445217,7.081036713427274
-0.08163265306122447,2.0408163265306123,-0.1412527616200771,6.957250124658983
-0.08163265306122447,2.1224489795918364,-0.13739711521578424,6.843026865230587
-0.08163265306122447,2.204081632653061,-0.13382010474283765,6.737299764890681
-0.08163265306122447,2.2857142857142856,-0.13049278076489704,6.639154768534115
-0.08163265306122447,2.36734693877551,-0.12739003144485392,6.547804419830076
-0.08163265306122447,2.4489795918367343,-0.12448997421866866,6.46256667272301
-0.08163265306122447,2.530612244897959,-0.12177345853884033,6.382847819787504
-0.08163265306122447,2.6122448979591835,-0.11922365572978418,6.30812863993328
-0.08163265306122447,2.693877551020408,-0.11682572107887419,6.237953067385373
-0.08163265306122447,2.7755102040816326,-0.11456651172257347,6.171918873412801
-0.08163265306122447,2.8571428571428568,-0.1124343513510144,6.109669948668996
-0.08163265306122447,2.9387755102040813,-0.11041883250058973,6.050889876759345
-0.08163265306122447,3.020408163265306,-0.10851065159068103,5.99529654491479
-0.08163265306122447,3.1020408163265305,-0.10670145837176995,5.9426376579442435
-0.08163265306122447,3.1836734693877546,-0.10498375412138004,5.892686823350791
-0.08163265306122447,3.265306122448979,-0.10335077040568742,5.845240383235935
-0.08163265306122447,3.346938775510204,-0.10179639035174765,5.800114594700184
-0.08163265306122447,3.4285714285714284,-0.10031507070546261,5.757143261477332
-0.08163265306122447,3.510204081632653,-0.09890177647873223,5.716175687453507
-0.08163265306122447,3.591836734693877,-0.09755192431982421,5.677074910232574
-0.08163265306122447,3.6734693877551017,-0.09626133288128445,5.639716172456361
-0.08163265306122447,3.7551020408163263,-0.0950261799559941,5.6039855912239505
-0.08163265306122447,3.836734693877551,-0.09384296478229277,5.569778998653406
-0.08163265306122447,3.9183673469387754,-0.09270847497880849,5.537000927714244
-0.08163265306122447,4.0,-0.09161975768681004,5.505563721596095
-0.030612244897959107,0.0,-0.4712571092281603,341.9376299588055
-0.030612244897959107,0.08163265306122448,-0.44636833245797236,82.0392245768894
-0.030612244897959107,0.16326530612244897,-0.3537078842551721,41.38154417684499
-0.030612244897959107,0.24489795918367346,-0.2831223128879977,28.69452270319126
-0.030612244897959107,0.32653061224489793,-0.23182527260483152,22.465705886821265
-0.030612244897959107,0.4081632653061224,-0.19486635576645733,18.753397342924217
-0.030612244897959107,0.4897959183673469,-0.16778048353818698,16.2858458578792
-0.030612244897959107,0.5714285714285714,-0.14739646348397872,14.526043609693613
-0.030612244897959107,0.6530612244897959,-0.13163161787927663,13.207430595974419
-0.030612244897959107,0.7346938775510203,-0.11913278526468428,12.182490668129306
-0.030612244897959107,0.8163265306122448,-0.1090069080051491,11.362915031059172
-0.030612244897959107,0.8979591836734693,-0.10064992111432232,10.692588981977762
-0.030612244897959107,0.9795918367346939,-0.09364233741271309,10.134140379521147
-0.030612244897959107,1.0612244897959182,-0.08768539524467377,9.66171535624545
-0.030612244897959107,1.1428571428571428,-0.0825613195309731,9.256857372800477
-0.030612244897959107,1.2244897959183672,-0.07810800407985927,8.90603780760807
-0.030612244897959107,1.3061224489795917,-0.07420249365486896,8.599113989932293
-0.030612244897959107,1.3877551020408163,-0.07074994655876181,8.328332199045285
-0.030612244897959107,1.4693877551020407,-0.06767609554815206,8.087663385166582
-0.030612244897959107,1.5510204081632653,-0.06492199159242656,7.872348882343342
-0.030612244897959107,1.6326530612244896,-0.062440269655275715,7.6785825369157505
-0.030612244897959107,1.7142857142857142,-0.06019244969590693,7.503283735503655
-0.030612244897959107,1.7959183673469385,-0.05814695489415595,7.343932384477739
-0.030612244897959107,1.8775510204081631,-0.056277635380206484,7.198446970549783
-0.030612244897959107,1.9591836734693877,-0.054562653782996795,7.065093128131689
-0.030612244897959107,2.0408163265306123,-0.052983633731618573,6.942414164793928
-0.030612244897959107,2.1224489795918364,-0.05152500180035134,6.829177629758578
-0.030612244897959107,2.204081632653061,-0.05017347376245022,6.724333763466754
-0.030612244897959107,2.2857142857142856,-0.04891764950699788,6.6269828552603
-0.030612244897959107,2.36734693877551,-0.04774769094849405,6.536349359172659
-0.030612244897959107,2.4489795918367343,-0.04665506364796125,6.451761188859276
-0.030612244897959107,2.530612244897959,-0.045632328083644966,6.372633021923725
-0.030612244897959107,2.6122448979591835,-0.044672969515565895,6.298452737069555
-0.030612244897959107,2.693877551020408,-0.04377125886329908,6.228770317090409
-0.030612244897959107,2.7755102040816326,-0.04292213772846147,6.163188712095135
-0.030612244897959107,2.8571428571428568,-0.04212112309548972,6.101356269321832
-0.030612244897959107,2.9387755102040813,-0.04136422780529663,6.042960425270124
-0.030612244897959107,3.020408163265306,-0.0406478938521376,5.987722421170304
-0.030612244897959107,3.1020408163265305,-0.03996893618467767,5.935392853086778
-0.030612244897959107,3.1836734693877546,-0.03932449503878618,5.885747907196045
